"S0365-05962006000300002-scl","Sarcomas cutâneos primários","Fleury Jr, Luiz Fernando Fróes, Sanches Jr, José Antonio","Anais Brasileiros de Dermatologia; 81(3); 207-221","Anais Brasileiros de Dermatologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962006000300002&lang=pt" 
"S0066-782X2006000600004-scl","Influência da redução da pré-carga sobre o índice de desempenho miocárdico (índice de Tei) e outros parâmetros Doppler ecocardiográficos da função ventricular esquerda","Barberato, Silvio Henrique, Pecoits Filho, Roberto","Arquivos Brasileiros de Cardiologia; 86(6); 425-431","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000600004&lang=pt" 
"S0066-782X2006000600006-scl","Fatores de risco cardiovasculares em adolescentes: indicadores biológicos e comportamentais","Guedes, Dartagnan Pinto, Guedes, Joana Elisabete Ribeiro Pinto, Barbosa, Decio Sabbatini, Oliveira, Jair Aparecido de, Stanganelli, Luiz Cláudio Reeberg","Arquivos Brasileiros de Cardiologia; 86(6); 439-450","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000600006&lang=pt" 
"S0066-782X2006000600007-scl","Valor preditivo de variáveis ventilatórias e metabólicas para óbito em pacientes com insuficiência cardíaca","Braga, Ana Maria F. Wanderley, Rondon, Maria Urbana P. B., Negrão, Carlos Eduardo, Wajngarten, Maurício","Arquivos Brasileiros de Cardiologia; 86(6); 451-458","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000600007&lang=pt" 
"S0066-782X2006000600008-scl","Exercício resistido na avaliação da disfunção endotelial na insuficiência cardíaca","Carvalho, Ricardo Tavares de, Vieira, Marcelo Luis Campos, Romano, Ângela, Kopel, Liliane, Lage, Silvia G.","Arquivos Brasileiros de Cardiologia; 86(6); 459-465","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000600008&lang=pt" 
"S0066-782X2006000600009-scl","Disfunção endotelial venosa em pacientes com doença de Chagas sem insuficiência cardíaca","Plentz, Rodrigo Della Méa, Irigoyen, Maria Claudia, Muller, Andreia Simone, Casarini, Dulce Elena, Rubira, Marcelo Custodio, Moreno Junior, Heitor, Mady, Charles, Ianni, Bárbara Maria, Krieger, Eduardo Moacir, Consolim-Colombo, Fernanda","Arquivos Brasileiros de Cardiologia; 86(6); 466-471","Arquivos Brasileiros de Cardiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2006000600009&lang=pt" 
"S1678-58782006000200004-scl","Automatic system for thermal damage detection in manufacturing process with internet monitoring","Dotto, Fábio R. L., Aguiar, Paulo R. de, Bianchi, Eduardo C., Serni, Paulo J. A., Thomazella, Rogério","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 28(2); 153-160","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782006000200004&lang=pt" 
"S1678-58782006000200005-scl","A stochastic model for volumetric errors","Valdés, Rosenda A., Sato, Denise P. V., Orrego, Roxana M. Martinez","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 28(2); 161-168","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782006000200005&lang=pt" 
"S1678-58782006000200007-scl","Turbulent momentum and passive scalar transport in supersonic channel flow","Friedrich, Rainer, Foysi, Holger, Sesterhenn, Joern","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 28(2); 174-185","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782006000200007&lang=pt" 
"S1678-58782006000200009-scl","Flow control with EHD actuators in middle post stall regime","Sosa, Roberto, Artana, Guillermo, Moreau, Eric, Touchard, Gérard","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 28(2); 200-207","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782006000200009&lang=pt" 
"S1678-58782006000200010-scl","Large eddy simulation applied to reciprocating compressors","Rovaris, João B., Deschamps, César J.","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 28(2); 208-215","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782006000200010&lang=pt" 
"S1678-58782006000200011-scl","Experiments and theory for two grids turbulence","Schulz, Harry E., Janzen, Johannes G., Souza, Karine Cristiane de O.","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 28(2); 216-223","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782006000200011&lang=pt" 
"S1678-58782006000200013-scl","Experimental study of the bistable flow in tube arrays","Olinto, Cláudio R., Indrusiak, Maria Luíza S., Möller, Sérgio V.","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 28(2); 233-241","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782006000200013&lang=pt" 
"S1678-58782006000200014-scl","The influence of stable stratification on the transition to turbulence in a temporal mixing layer","Martinez, Denise Maria V., Schettini, Edith Beatriz C., Silvestrini, Jorge Hugo","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 28(2); 242-252","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782006000200014&lang=pt" 
"S1678-58782006000200008-scl","Vorticity shedding and acoustic resonance in tube bundles","Ziada, Samir","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 28(2); 186-189","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782006000200008&lang=pt" 
"S1678-58782006000200012-scl","Large eddy simulation of three-dimensional turbulent flows by the finite element method","Petry, Adriane P., Awruch, Armando M.","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 28(2); 224-232","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782006000200012&lang=pt" 
"S1516-44462006000200006-scl","Patients&#039; relatives delayed help seeking after a first psychotic episode","Monteiro, Vera B M, Santos, José Quirino dos, Martin, Denise","Revista Brasileira de Psiquiatria; 28(2); 104-110","Revista Brasileira de Psiquiatria","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462006000200006&lang=pt" 
"S1516-44462006000200008-scl","Depressive symptoms and cognitive performance of the elderly: relationship between institutionalization and activity programs","Plati, Mara Cristina F, Covre, Priscila, Lukasova, Katerina, Macedo, Elizeu Coutinho de","Revista Brasileira de Psiquiatria; 28(2); 118-121","Revista Brasileira de Psiquiatria","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462006000200008&lang=pt" 
"S1516-44462006000200012-scl","Modelos experimentais de esquizofrenia: uma revisão","Salgado, João Vinícius, Hetem, Luiz Alberto, Sandner, Guy","Revista Brasileira de Psiquiatria; 28(2); 135-141","Revista Brasileira de Psiquiatria","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462006000200012&lang=pt" 
"S1516-44462006000200013-scl","Diretrizes da Associação Brasileira de Estudos do Álcool e outras Drogas (ABEAD) para o diagnóstico e tratamento de comorbidades psiquiátricas e dependência de álcool e outras substâncias","Zaleski, Marcos, Laranjeira, Ronaldo Ramos, Marques, Ana Cecília Petta Roselli, Ratto, Lílian, Romano, Marcos, Alves, Hamer Nastasy Palhares, Soares, Márcia Britto de Macedo, Abelardino, Valter, Kessler, Félix, Brasiliano, Sílvia, Nicastri, Sérgio, Hochgraf, Patrícia Brunferntrinker, Gigliotti, Analice de Paula, Lemos, Tadeu","Revista Brasileira de Psiquiatria; 28(2); 142-148","Revista Brasileira de Psiquiatria","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462006000200013&lang=pt" 
"S0103-90162006000300001-scl","High level of copper application to soil and leaves reduce the growth and yield of tomato plants","Sonmez, Sahriye, Kaplan, Mustafa, Sonmez, Namik Kemal, Kaya, Harun, Uz, Ilker","Scientia Agricola; 63(3); 213-218","Scientia Agricola","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162006000300001&lang=pt" 
"S0103-90162006000300004-scl","Brazilian consumers&#039; perception of tenderness of beef steaks classified by shear force and taste","Delgado, Eduardo Francisquine, Aguiar, Ana Paula, Ortega, Edwin Moisés Marcos, Spoto, Marta Helena Fillet, Castillo, Carmen Josefina Contreras","Scientia Agricola; 63(3); 232-239","Scientia Agricola","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162006000300004&lang=pt" 
"S0103-90162006000300005-scl","Mortadella sausage formulations with mechanically separated layer hen meat preblended with antioxidants","Trindade, Marco Antonio, Castillo, Carmen Josefina Contreras, Felício, Pedro Eduardo de","Scientia Agricola; 63(3); 240-245","Scientia Agricola","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162006000300005&lang=pt" 
"S0103-90162006000300006-scl","Genetic variability for girth growth and rubber yield in Hevea brasiliensis","Gonçalves, Paulo de Souza, Silva, Marcelo de Almeida, Gouvêa, Ligia Regina Lima, Scaloppi Junior, Erivaldo José","Scientia Agricola; 63(3); 246-254","Scientia Agricola","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162006000300006&lang=pt" 
"S0103-90162006000300007-scl","Rice cold tolerance at the reproductive stage in a controlled environment","Cruz, Renata Pereira da, Milach, Sandra Cristina Kothe, Federizzi, Luiz Carlos","Scientia Agricola; 63(3); 255-261","Scientia Agricola","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162006000300007&lang=pt" 
"S0103-90162006000300013-scl","Albumen protein and functional properties of gelation and foaming","Alleoni, Ana Cláudia Carraro","Scientia Agricola; 63(3); 291-298","Scientia Agricola","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162006000300013&lang=pt" 
"S0001-37652006000200011-scl","Surface modification of a granite building stone in central Rio de Janeiro","Baptista-Neto, José A., Smith, Bernard J., McAllister, John J., Silva, Maria Augusta M., Castanheira, Fabio S.","Anais da Academia Brasileira de Ciências; 78(2); 317-330","Anais da Academia Brasileira de Ciências","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652006000200011&lang=pt" 
"S0001-37652006000200014-scl","Kinematics and geometry of structures in the southern limb of the Paraíba do Sul divergent structural fan, SE Brazil: a true transtensional shear","Dehler, Nolan M., Machado, Rômulo, Dehler, Heloisa R.S., McReath, Ian, Nummer, Alexis R.","Anais da Academia Brasileira de Ciências; 78(2); 373-389","Anais da Academia Brasileira de Ciências","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652006000200014&lang=pt" 
"S0716-10182006000200001-chl","Abraham Horwitz Barak","Laval R, Enrique","Revista chilena de infectología; 23(2); 106-108","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200001&lang=pt" 
"S0716-10182006000200002-chl","Perfil clínico-epidemiológico de las infecciones por virus respiratorios en adultos hospitalizados durante la estación de influenza 2004","Rabagliati B, Ricardo, Serri V, Michel, Perret P, Cecilia, Guzmán D, Ana M, Azócar A, Teresa, Habash A, Leila, Espinoza L, Claudia, Ferrés G, Marcela","Revista chilena de infectología; 23(2); 111-117","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200002&lang=pt" 
"S0716-10182006000200003-chl","Infecciones por virus respiratorios en niños con leucemia linfoblástica aguda y neutropenia febril: Estudio prospectivo","Täger F, Marlis, Zolezzi R, Paola, Folatre B, Isabel, Navarrete C, Maritza, Rojas P, Juana","Revista chilena de infectología; 23(2); 118-123","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200003&lang=pt" 
"S0716-10182006000200004-chl","Declaración del Comité Consultivo de Inmunizaciones (CCI) de la Sociedad Chilena de Infectología respecto a vacuna anti-rotavirus: Marzo 2006","Muñoz M, Alma, Abarca V, Katia, Luchsinger F, Vivian, Valenzuela B, M. Teresa, Jiménez de la J, Jorge","Revista chilena de infectología; 23(2); 124-127","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200004&lang=pt" 
"S0716-10182006000200005-chl","Características y costos directos de infecciones respiratorias agudas en niños de guarderías infantiles","Delpiano M, Luis, Kabalán B, Paola, Díaz V, Constanza, Pinto I, Andrea","Revista chilena de infectología; 23(2); 128-133","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200005&lang=pt" 
"S0716-10182006000200006-chl","Meningitis tuberculosa en adultos: Análisis de 53 casos","Enberg G, Margarita, Quezada B, M. De la Luz, de Toro V, Carolina, Fuenzalida L, Luzmaría","Revista chilena de infectología; 23(2); 134-139","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200006&lang=pt" 
"S0716-10182006000200007-chl","Absceso cerebral: A propósito de una serie de 30 casos","Fica C, Alberto, Bustos G, Patricio, Miranda C, Gonzalo","Revista chilena de infectología; 23(2); 140-149","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200007&lang=pt" 
"S0716-10182006000200008-chl","Abscesos esplénicos: Presentación de nueve casos","Villamil-Cajoto, Iago, Lado, FL, Van den Eynde-Collado, A, Díaz-Peromingo, José Antonio","Revista chilena de infectología; 23(2); 150-154","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200008&lang=pt" 
"S0716-10182006000200009-chl","Rhodococcus equi","Camponovo C, Rossanna, García C, Patricia","Revista chilena de infectología; 23(2); 155-156","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200009&lang=pt" 
"S0716-10182006000200010-chl","Vacunas contra infección y enfermedad causadas por papilomavirus","Villa, Luisa L","Revista chilena de infectología; 23(2); 157-163","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200010&lang=pt" 
"S0716-10182006000200011-chl","Vacuna anti-influenza en niños: Estado del arte","Vega-Briceño, Luis E, Abarca V, Katia, Sánchez D, Ignacio","Revista chilena de infectología; 23(2); 164-169","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200011&lang=pt" 
"S0716-10182006000200012-chl","La historia de la penicilina y de su fabricación en Chile","Ledermann D, Walter","Revista chilena de infectología; 23(2); 172-176","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200012&lang=pt" 
"S0716-10182006000200013-chl","Tratamiento de infección por virus de hepatitis B con entecavir A comparison of entecavir and lamivudine for HBeAg-positive chronic hepatitis B. Chang T, Gish R G, de Man R, Gadano A. N Engl J Med 2006; Vol 354: 1001-10","Calvo A, Mario","Revista chilena de infectología; 23(2); 178-178","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200013&lang=pt" 
"S0716-10182006000200014-chl","Seguridad y eficacia de vacuna anti-rotavirus. Safety and efficacy of an attenuated vaccine against severe rotavirus gastroenteritis. Ruiz-Palacios G, Pérez-Schael I, Velázquez R, Abate H, Breuer T, Costa Clemens S, et al. for the Human Rotavirus Vaccine Study Group. N Engl J Med 2006; 354 (1): 11-22","Coria de la H, Paulina","Revista chilena de infectología; 23(2); 179-179","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200014&lang=pt" 
"S0716-10182006000200015-chl","Incubación prolongada de hemocultivos Utility of extended blood culture incubation for isolation of Haemophilus, Actinobacillus, Cardiobacterium, Eikenella, and Kingella organisms : a retrospective multicenter evaluation. Petti CA, Bhally HS, Weinstein MP, Joho K, Wakefield T, Reller LB and Carroll KC. J Clin Microbiol 2006; 44: 257-9","Juliet L, Chrystal","Revista chilena de infectología; 23(2); 180-180","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200015&lang=pt" 
"S0716-10182006000200016-chl","Farmacoeconomía y vacunación anti-hepatitis A en Chile Cost-effectiveness of universal childhood hepatitis A vaccination in Chile. Valenzuela MT, Jacobs RJ, Arteaga O, Navarrete MS, Meyerhoff AS, Innis BL. Vaccine, Jul 2005, Vol. 23; 4110-19","Zamorano R, Juanita","Revista chilena de infectología; 23(2); 180-180","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200016&lang=pt" 
"S0716-10182006000200017-chl","La Universidad de Chile entrega Medalla Rectoral al Profesor Dr. Myron Levine","","Revista chilena de infectología; 23(2); 181-183","Revista chilena de infectología","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-10182006000200017&lang=pt" 
"S1517-83822006000200003-scl","Evaluation of the use and re-use of cotton fabrics as medical and hospital wraps","Rodrigues, Edna, Levin, Anna S., Sinto, Sumiko Ikura, Mendes, Caio Figueiredo, Barbosa, Benedito, Graziano, Kazuko Uchikawa","Brazilian Journal of Microbiology; 37(2); 113-116","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200003&lang=pt" 
"S1517-83822006000200007-scl","Distribution of virulence genes sefC, pefA and spvC in Salmonella Enteritidis phage type 4 strains isolated in Brazil","Castilla, Karina Salvagni, Ferreira, Claudete Serrano Astolfi, Moreno, Andrea Micke, Nunes, Iolanda Aparecida, Ferreira, Antônio José Piantino","Brazilian Journal of Microbiology; 37(2); 135-139","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200007&lang=pt" 
"S1517-83822006000200009-scl","Etiology of canine otitis media and antimicrobial susceptibility of coagulase-positive Staphylococci in Fortaleza city, Brazil","Oliveira, Lis Christina de, Leite, Carlos Artur Lopes, Brilhante, Raimunda Sâmia N., Carvalho, Cibele Barreto M.","Brazilian Journal of Microbiology; 37(2); 144-147","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200009&lang=pt" 
"S1517-83822006000200012-scl","Microbiological quality of oysters (Crassostrea gigas) produced and commercialized in the coastal region of Florianópolis - Brazil","Pereira, Murilo Anderson, Nunes, Márcia Menezes, Nuernberg, Leonardo, Schulz, Denys, Batista, Cleide Rosana Vieira","Brazilian Journal of Microbiology; 37(2); 159-163","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200012&lang=pt" 
"S1517-83822006000200014-scl","Gordonia polyisoprenivorans from groundwater contaminated with landfill leachate in a subtropical area: characterization of the isolate and exopolysaccharide production","Fusconi, Roberta, Godinho, Mirna Januária Leal, Hernández, Isara Lourdes Cruz, Bossolan, Nelma Regina Segnini","Brazilian Journal of Microbiology; 37(2); 168-174","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200014&lang=pt" 
"S1517-83822006000200016-scl","Biocontrol potential of salinity tolerant mutants of Trichoderma harzianum against Fusarium oxysporum","Mohamed, Hassan Abdel-Latif A., Haggag, Wafaa Mohamed","Brazilian Journal of Microbiology; 37(2); 181-191","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200016&lang=pt" 
"S1517-83822006000200017-scl","Colorimetric test for the monitoring of microcystins in cyanobacterial culture and environmental samples from southeast - Brazil","Almeida, Vanessa P.S., Cogo, Karina, Tsai, Siu M., Moon, David H.","Brazilian Journal of Microbiology; 37(2); 192-198","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200017&lang=pt" 
"S1517-83822006000200018-scl","Inhibitory activity of compounds isolated from Polymnia sonchifolia on aflatoxin production by Aspergillus flavus","Pak, Adriana, Gonçalez, Edlayne, Felicio, Joana D&#039;arc, Pinto, Marina Mori, Rossi, Maria Helena, Simoni, Isabela Cristina, Lopes, Márcia Nasser","Brazilian Journal of Microbiology; 37(2); 199-203","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200018&lang=pt" 
"S1517-83822006000200004-scl","Emergence of VanB phenotype-vanA genotype in vancomycin-resistant enterococci in Brazilian hospital","Zanella, Rosemeire Cobo, Lima, Marisa de Jesus Castro, Tegani, Luciana Soares, Hitomi, Adriana, Brandileone, Maria Cristina de Cunto, Palazzo, Izabel Cristina V., Darini, Ana Lúcia da Costa","Brazilian Journal of Microbiology; 37(2); 117-118","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200004&lang=pt" 
"S1517-83822006000200001-scl","Outbreaks associated to bloodstream infections with Staphylococcus aureus and coagulase-negative Staphylococcus spp in premature neonates in a university hospital from Brazil","Brito, Denise Von Dolinger de, Oliveira, Elias Jose, Darini, Ana Lúcia da Costa, Abdallah, Vânia Olivetti Steffen, Gontijo Filho, Paulo P.","Brazilian Journal of Microbiology; 37(2); 101-107","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200001&lang=pt" 
"S1517-83822006000200006-scl","Analysis of leukotoxin gene types of Actinobacillus actinomycetemcomitans in brazilians with aggressive periodontitis","Rosalem Junior, Wilson, Souza, Rodrigo Carvalho de, Andrade, Arnaldo Feitosa Braga de, Colombo, Ana Paula Vieira","Brazilian Journal of Microbiology; 37(2); 127-134","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200006&lang=pt" 
"S1517-83822006000200008-scl","Occurrence of adhesin-encoding operons in Escherichia coli isolated from breeders with salpingitis and chicks with omphalitis","Knöbl, Terezinha, Gomes, Tânia A. Tardelli, Vieira, Mônica A. Midolli, Bottino, José A., Ferreira, Antonio J. Piantino","Brazilian Journal of Microbiology; 37(2); 140-143","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200008&lang=pt" 
"S1517-83822006000200010-scl","Isolation of Microsporum gypseum from the haircoat of health wild felids kept in captivity in Brazil","Bentubo, Henri Donnarumma Levy, Fedullo, José Daniel Luzes, Corrêa, Sandra Helena Ramiro, Teixeira, Rodrigo Hidalgo Friciello, Coutinho, Selene Dall&#039; Acqua","Brazilian Journal of Microbiology; 37(2); 148-152","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200010&lang=pt" 
"S1517-83822006000200011-scl","Antimicrobial activity of some of the south-Indian spices against serotypes of Escherichia coli, Salmonella, Listeria monocytogenes and Aeromonas hydrophila","Indu, M.N., Hatha, A.A.M., Abirosh, C., Harsha, U., Vivekanandan, G.","Brazilian Journal of Microbiology; 37(2); 153-158","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200011&lang=pt" 
"S1517-83822006000200013-scl","Aflatoxin M1 in milk by immunoaffinity column cleanup with TLC/HPLC determination","Shundo, Luzia, Sabino, Myrna","Brazilian Journal of Microbiology; 37(2); 164-167","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200013&lang=pt" 
"S1517-83822006000200015-scl","Partial purification of elicitors from Lentinula edodes basidiocarps protecting cucumber seedlings against Colletotrichum lagenarium","Di Piero, Robson M., Wulff, Nelson A., Pascholati, Sérgio F.","Brazilian Journal of Microbiology; 37(2); 175-180","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200015&lang=pt" 
"S1517-83822006000200002-scl","Synergistic effect of propolis and antibiotics on the Salmonella Typhi","Orsi, Ricardo de Oliveira, Sforcin, José Maurício, Funari, Silvia Regina Cunha, Fernandes Junior, Ary, Bankova, Vassya","Brazilian Journal of Microbiology; 37(2); 108-112","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200002&lang=pt" 
"S1517-83822006000200005-scl","Biological and molecular characterization of Streptococcus crista strains isolated from human dental biofilm by means of arbitrary primers - PCR (AP-PCR)","Angelini, Michelle, Silveira, Wanderley Dias da, Campos, Tatiana Amabile de, Cai, Silvana, Castro, Antonio Fernando Pestana de","Brazilian Journal of Microbiology; 37(2); 119-126","Brazilian Journal of Microbiology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822006000200005&lang=pt" 
"S0103-50532006000300005-scl","Kinetic determination of indium ion based on the B-Z oscillating chemical system","Gao, Jinzhang, Wang, Lei, Yang, Wu, Yang, Fuwei","Journal of the Brazilian Chemical Society; 17(3); 458-462","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300005&lang=pt" 
"S0103-50532006000300001-scl","Keeping the doctors at home","Pinto, Angelo C.","Journal of the Brazilian Chemical Society; 17(3); -","Journal of the Brazilian Chemical Society","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300001&lang=pt" 
"S0103-50532006000300002-scl","Synthesis of novel naphthoquinone-spermidine conjugates and their effects on DNA-topoisomerases I and II-alpha","Cunha, Andréa S., Lima, Edson L. S., Pinto, Angelo C., Esteves-Souza, Andressa, Echevarria, Aurea, Camara, Celso A., Vargas, Maria D., Torres, José C.","Journal of the Brazilian Chemical Society; 17(3); 439-442","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300002&lang=pt" 
"S0103-50532006000300022-scl","A new system for the spectrophotometric determination of trace amounts of nitrite in environmental samples","Cherian, Tom, Narayana, Badiadka","Journal of the Brazilian Chemical Society; 17(3); 577-581","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300022&lang=pt" 
"S0103-50532006000300028-scl","Flow injection determination of metronidazole through spectrophotometric measurement of the nitrite ion produced upon alkaline hydrolysis","Simões, Simone S., Medeiros, Everaldo P., Gaião, Edvaldo N., Lyra, Wellington S., Moreira, Pablo N. T., Araújo, Mario C. U., Silva, Edvan C., Nascimento, Valberes B.","Journal of the Brazilian Chemical Society; 17(3); 609-613","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300028&lang=pt" 
