"S0188-76532011000200009-mex","¿Ilegalidad justificada?: clientelismo controlado en la administración chilena","Moriconi Bezerra, Marcelo","Perfiles latinoamericanos; 19(38); 227-247","Perfiles latinoamericanos","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532011000200009&lang=pt" 
"S1809-48722011000400018-scl","Amaurose secundária a mucocele esfenoidal","Melo, Antonio Antunes, Caldas Neto, Sílvio da Silva, Gouveia, Mariana Carvalho Leal, Santos, Patrícia Ferreira","Arquivos Internacionais de Otorrinolaringologia; 15(4); 523-525","Arquivos Internacionais de Otorrinolaringologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-48722011000400018&lang=pt" 
"S1807-86212011000400001-scl","Mathematical modeling and simulation of hourly precipitation through rectangular pulses","Uggioni, Edison, Back, Álvaro José, Vieira, Hamilton Justino","Acta Scientiarum. Agronomy; 33(4); 565-573","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400001&lang=pt" 
"S1807-86212011000400002-scl","Mathematical modeling of the drying process of corn ears","Corrêa, Paulo Cesar, Botelho, Fernando Mendes, Oliveira, Gabriel Henrique Horta, Goneli, André Luis Duarte, Resende, Osvaldo, Campos, Sílvia de Carvalho","Acta Scientiarum. Agronomy; 33(4); 575-581","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400002&lang=pt" 
"S1807-86212011000400003-scl","Time distribution of heavy rainfall events in Urussanga, Santa Catarina State, Brazil","Back, Álvaro José","Acta Scientiarum. Agronomy; 33(4); 583-588","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400003&lang=pt" 
"S1807-86212011000400004-scl","Identification of the wood-borer and the factors affecting its attack on Caryocar brasiliense trees in the Brazilian Savanna","Leite, Germano Leão Demolin, Alves, Sérgio Monteze, Nascimento, Aline Fonseca, Lopes, Paulo Sérgio do Nascimento, Ferreira, Paulo Sérgio Fiúza, Zanuncio, José Cola","Acta Scientiarum. Agronomy; 33(4); 589-596","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400004&lang=pt" 
"S1807-86212011000400005-scl","Ovary development, egg production and oviposition for mated and virgin females of the predator Podisus nigrispinus (Heteroptera: Pentatomidae)","Soares, Marcus Alvarenga, Batista, Joana Darc, Zanuncio, José Cola, Lino-Neto, José, Serrão, José Eduardo","Acta Scientiarum. Agronomy; 33(4); 597-602","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400005&lang=pt" 
"S1807-86212011000400007-scl","Toxicity of extracts of Cyperus rotundus on Diabrotica speciosa","Barbosa, Flávia Silva, Leite, Germano Leão Demolin, Paulino, Marney Aparecida de Oliveira, Guilherme, Denilson de Oliveira, Maia, Janini Tatiane Lima Souza, Fernandes, Rodrigo Carvalho","Acta Scientiarum. Agronomy; 33(4); 607-611","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400007&lang=pt" 
"S1807-86212011000400008-scl","Discrimination of maize inbreds for kernel quality traits and fatty acid composition by a multivariate technique","Egesel, Cem Ömer, Kahriman, Fatih, Gül, Muhammet Kemal","Acta Scientiarum. Agronomy; 33(4); 613-620","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400008&lang=pt" 
"S1807-86212011000400011-scl","Uni and multivariate methods applied to studies of phenotypic adaptability in maize (Zea mays L.)","Santos, Esmael Lopes dos, Garbuglio, Deoclécio Domingos, Araújo, Pedro Mário de, Gerage, Antonio Carlos, Shioga, Pedro Sentaro, Prete, Cássio Egidio Cavenaghi","Acta Scientiarum. Agronomy; 33(4); 633-639","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400011&lang=pt" 
"S1807-86212011000400012-scl","Gas exchange of potted Tabebuia aurea plants under hydric stress","Oliveira, Ademir Kleber Morbeck, Gualtieri, Sônia Cristina Juliano de, Bocchese, Ricardo Anghinoni","Acta Scientiarum. Agronomy; 33(4); 641-647","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400012&lang=pt" 
"S1807-86212011000400013-scl","Longevity of torch ginger inflorescences with 1- methylcyclopropene and preservative solutions","Unemoto, Lilian Keiko, Faria, Ricardo Tadeu de, Takahashi, Lucia Sadayo Assari, Assis, Adriane Marinho de, Lone, Alessandro Borini","Acta Scientiarum. Agronomy; 33(4); 649-653","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400013&lang=pt" 
"S1807-86212011000400014-scl","Micropropagation of an Eucalyptus hybrid (Eucalyptus benthamii x Eucalyptus dunnii)","Brondani, Gilvano Ebling, Dutra, Leonardo Ferreira, Wendling, Ivar, Grossi, Fernando, Hansel, Fabricio Augusto, Araujo, Marla Alessandra","Acta Scientiarum. Agronomy; 33(4); 655-663","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400014&lang=pt" 
"S1807-86212011000400015-scl","Nitrogênio em cobertura e molibdênio via foliar no feijoeiro irrigado cultivado em solo de cerrado","Biscaro, Guilherme Augusto, Freitas Junior, Nasir Augusto de, Soratto, Rogério Peres, Kikuti, Hamilton, Goulart Junior, Sidney Antonio Roseiro, Aguirre, Washington Marques","Acta Scientiarum. Agronomy; 33(4); 665-670","Acta Scientiarum. Agronomy","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400015&lang=pt" 
"S1807-86212011000400018-scl","Physiological quality and enzymatic activity of crambe seeds after the accelerated aging test","Toledo, Mariana Zampar, Teixeira, Renake Nogueira, Ferrari, Tainara Bortolucci, Ferreira, Gisela, Cavariani, Cláudio, Cataneo, Ana Catarina","Acta Scientiarum. Agronomy; 33(4); 687-694","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400018&lang=pt" 
"S1807-86212011000400019-scl","Spacings between plants with chicken manure in Roselle crop","Ramos, Diovany Doffinger, Vieira, Maria do Carmo, Zárate, Néstor Antonio Heredia, Yamamoto, Natanael Takeo, Carnevali, Thiago Oliveira, Souza, Natália Hilgert","Acta Scientiarum. Agronomy; 33(4); 695-700","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400019&lang=pt" 
"S1807-86212011000400022-scl","The germination of bush mint (Hyptis marrubioides EPL.) seeds as a function of harvest stage, light, temperature and duration of storage","Sales, Juliana de Fátima, Pinto, José Eduardo Brasil Pereira, Oliveira, João Almir de, Botrel, Priscila Pereira, Silva, Fabiano Guimarães, Corrêa, Ricardo Monteiro","Acta Scientiarum. Agronomy; 33(4); 709-713","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400022&lang=pt" 
"S1807-86212011000400023-scl","Extração de nutrientes e produtividade de genótipos de milho afetados por níveis de palha","Sá, João Carlos de Moraes, Ferreira, Ademir de Oliveira, Briedis, Clever, Vieira, Ângelo Marcio, Figueiredo, André Gradowski de","Acta Scientiarum. Agronomy; 33(4); 715-722","Acta Scientiarum. Agronomy","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400023&lang=pt" 
"S1807-86212011000400025-scl","Soil enzyme activities under pig slurry addition and different tillage systems","Balota, Elcio Liborio, Machineski, Oswaldo, Truber, Priscila Viviane","Acta Scientiarum. Agronomy; 33(4); 729-737","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000400025&lang=pt" 
"S1517-97022011000300001-scl","Editorial","Nascimento, Maria Letícia Barros Pedroso","Educação e Pesquisa; 37(3); 457-461","Educação e Pesquisa","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000300001&lang=pt" 
"S1517-97022011000300007-scl","Avaliação oficial: o que dizem os professores sobre o impacto na prática docente","Carvalho, Gisele Francisca da Silva, Macedo, Maria do Socorro Alencar Nunes","Educação e Pesquisa; 37(3); 549-564","Educação e Pesquisa","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022011000300007&lang=pt" 
"S0004-48222011000400001-arg","Emisiones de gases desde el fondo del lago Nahuel Huapi, Patagonia","Vigliano, Pablo H, Jones, Andrew, Judd, Alan, Planas, Horacio, Lippolt, Gustavo","Revista de la Asociación Geológica Argentina; 68(4); 481-490","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400001&lang=pt" 
"S0004-48222011000400002-arg","Movimientos prehistóricos y recientes en la intraplaca argentina a la latitud 33º s, Falla Las Lagunas, Sampacho, Córdoba","Sagripanti, Guillermo Luis, Villalba, Diego","Revista de la Asociación Geológica Argentina; 68(4); 491-501","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400002&lang=pt" 
"S0004-48222011000400003-arg","Evidencias de la zona de contacto entre los terrenos de Precordillera y Pie de Palo, Provincias de San Juan y Mendoza","García Torrejón, Maximiliano, Alvarez Pontoriero, Orlando, Nacif, Silvina, Novara, Iván, Sánchez, Marcos, Spagnoto, Silvana, Martinez, Patricia, Gimenez, Mario","Revista de la Asociación Geológica Argentina; 68(4); 502-506","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400003&lang=pt" 
"S0004-48222011000400004-arg","Evolución geomorfológica y cronología relativa de los niveles aterrazados del área adyacente a la desembocadura del río Chubut al Atlántico (Provincia del Chubut)","González Díaz, Emilio F, Di Tommaso, Inés","Revista de la Asociación Geológica Argentina; 68(4); 507-525","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400004&lang=pt" 
"S0004-48222011000400005-arg","Geología, mineralogía y geoquímica de la pegmatita Las Cuevas, San Luis","Martínez, Viviana A, Galliski, Miguel Angel","Revista de la Asociación Geológica Argentina; 68(4); 526-541","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400005&lang=pt" 
"S0004-48222011000400006-arg","Evolución del campo de esfuerzos horizontal desde el eoceno a la actualidad en la cuenca neuquina","Guzmán, Cecilia G, Cristallini, Ernesto O, García, Víctor H, Yagupsky, Daniel l, Bechis, Florencia","Revista de la Asociación Geológica Argentina; 68(4); 542-554","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400006&lang=pt" 
"S0004-48222011000400007-arg","El centro volcánico Sierra Grande: caracterización petrográfica y geoquímica del magmatismo extensional liásico, noroeste de la Patagonia","Márquez, Marcelo J., Massaferro, Gabriela I., Fernández, María I., Menegatti, Nilda, Navarrete, César R.","Revista de la Asociación Geológica Argentina; 68(4); 555-570","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400007&lang=pt" 
"S0004-48222011000400008-arg","Caracterización y evolución metamórfica de las rocas ultramáficas de la faja del río de las Tunas, Cordillera Frontal de Mendoza","Gargiulo, M. Florencia, Bjerg, Ernesto A., Mogessie, Aberra","Revista de la Asociación Geológica Argentina; 68(4); 571-593","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400008&lang=pt" 
"S0004-48222011000400009-arg","Cambios de gravedad de origen tectónico en la transición entre las Sierras Pampeanas Occidentales y la Precordillera Sanjuanina","Ruiz, Francisco, Introcaso, Antonio, Nacif, Silvina, Leiva, Flavia, Gimenez, Mario, Martinez, Patricia, Laplagne, Alfredo","Revista de la Asociación Geológica Argentina; 68(4); 594-605","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400009&lang=pt" 
"S0004-48222011000400010-arg","Magnetoestratigrafía en una sucesión de loess/paleosuelos del Pleistoceno en Marcos Paz, provincia de Buenos Aires","Bidegain, Juan Carlos, Jurado, Sandra S., Gómez Samus, Mauro l.","Revista de la Asociación Geológica Argentina; 68(4); 606-614","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400010&lang=pt" 
"S0004-48222011000400011-arg","Estudio composicional de sedimentitas silicoclasticas y paleosuelos de la formación Mercedes (Cretácico Superior), Uruguay","Tófalo, Ofelia R., Pazos, Pablo J., Sánchez Bettucci, Leda","Revista de la Asociación Geológica Argentina; 68(4); 615-626","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400011&lang=pt" 
"S0004-48222011000400012-arg","Petrología y geoquímica de la unidad ígnea Quebrada Blanca, sierra de la Huerta, Provincia de San Juan","Castro de Machuca, Brígida, Conte-Grand, Alicia, Pontoriero, Sandra, Morata, Diego, Sumay, Celina, Meissl, Estela, López, Maria Gimena","Revista de la Asociación Geológica Argentina; 68(4); 627-641","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400012&lang=pt" 
"S0004-48222011000400013-arg","Las discordancias progresivas y Oriol Riba Arderiu (1923-2011)","Colombo Piñol, Ferran","Revista de la Asociación Geológica Argentina; 68(4); 642-644","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400013&lang=pt" 
"S0004-48222011000400014-arg","Dra. Sara Cristina Ballent (1950-2011)","Concheyro, Andrea","Revista de la Asociación Geológica Argentina; 68(4); 645-650","Revista de la Asociación Geológica Argentina","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0004-48222011000400014&lang=pt" 
"S0258-59362011000400006-cub","Descripción de seis nuevas líneas de garbanzos (Cicer arietinum L.) en fincas de productores","de la Fé, Carlos F, Hernández Pérez, Jesús","Cultivos Tropicales; 32(4); 44-48","Cultivos Tropicales","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0258-59362011000400006&lang=pt" 
"S0258-59362011000400005-cub","Evaluación de la variabilidad morfoagronómica de una colección cubana de maíz (Zea mays L.)","Martínez Cruz, Michel, Ortiz Pérez, Rodobaldo, Rios Labrada, Humberto, Acosta Roca, Rosa","Cultivos Tropicales; 32(4); 35-43","Cultivos Tropicales","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0258-59362011000400005&lang=pt" 
"S0258-59362011000400007-cub","Monitoreo de la calidad del agua para riego de fuentes de abasto subterráneas en la parte alta del nacimiento de la Cuenca Almendares-Vento","Dell´Amico Rodríguez, José M, Morales Guevara, Donaldo M, Calaña Naranjo, Juan Miguel","Cultivos Tropicales; 32(4); 49-59","Cultivos Tropicales","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0258-59362011000400007&lang=pt" 
"S1853-86652011000200001-arg","Cambio de uso del suelo en los geosistemas de la cuenca costera del río Boroa (Chile) entre 1994 y 2004","Peña-Cortés, Fernando, Escalona-Ulloa, Miguel, Pincheira-Ulbrich, Jimmy, Rebolledo, Gonzalo","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 1-20","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200001&lang=pt" 
"S1853-86652011000200002-arg","Rentabilidad del engorde a corral de bovinos de carne en la provincia de Mendoza, Argentina","Grünwaldt, Eduardo Guillermo, Guevara, Juan Carlos","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 21-34","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200002&lang=pt" 
"S1853-86652011000200003-arg","Uso de marcadores morfológicos, bioquímicos y moleculares SRAP para diferenciar variedades de Cynara cardunculus L. (Asteraceae)","Espósito, María Andrea, Martin, Eugenia, Cravero, Vanina P, Cointry, Enrique L","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 35-45","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200003&lang=pt" 
"S1853-86652011000200004-arg","The Chilean wheat market and its price support mechanism: a spatial market integration analysis","Valdés, Rodrigo, von Cramon-Taubadel, Stephan, Díaz-Osorio, José, Engler, Alejandra","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 47-58","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Inglês","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200004&lang=pt" 
"S1853-86652011000200005-arg","Dimensiones que caracterizan el consumo potencial de alimentos orgánicos en la Región del Maule, Chile","Adasme-Berríos, Cristian, Rodríguez, Marcelo, Jara-Rojas, Roberto, Díaz-Tobar, Belén","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 59-69","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200005&lang=pt" 
"S1853-86652011000200006-arg","Micropropagación de Cissus tiliacea, planta del sur del estado de México","Jiménez-Martínez, José Humberto, Franco-Mora, Omar, González-Huerta, Andrés, Castañeda-Vildózola, Álvaro, Gutiérrez-Martínez, María de Guadalupe","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 71-81","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200006&lang=pt" 
"S1853-86652011000200007-arg","Efecto de la densidad de plantación sobre el rendimiento de topinambur (Helianthus tuberosus L.) regado con aguas residuales urbanas","Rebora, Cecilia, Lelio, Horacio, Ibarguren, Leandra, Gómez, Luciana","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 83-90","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200007&lang=pt" 
"S1853-86652011000200008-arg","Parámetros biológicos y demograficos de áfidos (Hemiptera: aphididae) en variedades de colza canola (Brassica napus L.)","Ricci, Mónica, Vasicek, Araceli, López, Carolina, Culebra Mason Adriana Chamorro, Susana, La Rossa, Rubén, Sgarbi, Carolina, Paglioni, Andrea","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 91-102","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200008&lang=pt" 
"S1853-86652011000200009-arg","Efecto de la temperatura, escarificación y concentraciones de calcio en la germinación de Gymnocalycium schickendantzii (F.A.C. Weber) Britton &amp; Rose (Cactaceae)","Méndez, Eduardo","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 103-109","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200009&lang=pt" 
"S1853-86652011000200010-arg","Influence of fertilization on the growth of radicchio &quot;Rosso di Chioggia&quot; cultivated in two different environments","Filippini, Maria Flavia, Nicoletto, Carlo, Sambo, Paolo, Cavagnaro, Juan Bruno, Pimpini, Ferdinando","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 111-131","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Inglês","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200010&lang=pt" 
"S1853-86652011000200011-arg","Evaluación de clones de Populus spp., a los dos años de edad, en dos micrositios de la región pampeana, Argentina","Senisterra, Gabriela Elba, Ducid, María Gabriela, Julia Gaspari, Fernanda, Delgado, María Isabel","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 133-144","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200011&lang=pt" 
"S1853-86652011000200012-arg","Ligamiento genético entre variables asociadas a calidad del fruto de tomate y polipéptidos expresados en dos estados de madurez","Gallo, Mariana, Rodríguez, Gustavo Rubén, Zorzoli, Roxana, Pratta, Guillermo Raúl","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 145-156","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200012&lang=pt" 
"S1853-86652011000200013-arg","Modelización y generación de mapas del comportamiento espacial de Sporisorium reilianum ((Kühn) Langdon y Fullerton) en Estado de México, México","Ramírez Andrés González, José Francisco, Sánchez, Jesús Ricardo, de León, Carlos","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 157-173","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200013&lang=pt" 
"S1853-86652011000200014-arg","Metodología para la determinación de la evapotranspiración integrada y la capacidad de canales en una zona de riego","Íñiguez-Covarrubias, Mauro, Ojeda-Bustamante, Waldo, Rojano-Aguilar, Abraham","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 175-191","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200014&lang=pt" 
"S1853-86652011000200015-arg","Assessing the identity of the variety &#039;Pedro Giménez&#039; grown in Argentina through the use of microsatellite markers","Durán, Martín F, Agüero, Cecilia B, Martínez, Liliana E","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 193-202","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Inglês","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200015&lang=pt" 
"S1853-86652011000200016-arg","Evaluación de metales pesados en suelos de los oasis irrigados de la Provincia de Mendoza: I. Concentraciones totales de Zn, Pb, Cd y Cu","Martí, Luis, Filippini, María Flavia, Drovandi, Alejandro, Salcedo, Carlos, Troilo, Silvia, Valdés, Analía","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 203-221","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200016&lang=pt" 
"S1853-86652011000200017-arg","Evaluación de características de interés agronómico de damascos cv. Modesto","Rodríguez, María Eugenia, Arjona, Concepción, Rizzato, Gabriel","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 223-233","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200017&lang=pt" 
"S1853-86652011000200018-arg","Micropropagación de la enredadera nativa Mutisia subspinosa Cav.","Ponce, María Teresa, Guiñazú, Mónica Elizabeth, Cirrincione, Miguel, Videla, María Eugenia, Arancibia, Celeste","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 235-243","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200018&lang=pt" 
"S1853-86652011000200019-arg","Detección de Xanthomonas cucurbitae (Bryan) Vauterin et al. afectando frutos de zapallo coreano en Mendoza y San Juan, Argentina","Laf, Jorge G, Linardelli, Clara E","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo; 43(2); 245-253","Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-86652011000200019&lang=pt" 
"S0048-77322011000400004-ven","Legrado uterino o nifedipina durante el posparto en pacientes con preeclampsia severa","Santos-Bolívar, Joel, Guerra-Velásquez, Mery, Reyna-Villasmil, Eduardo, Mejia-Montilla, Jorly, Reyna-Villasmil, Nadia","Revista de Obstetricia y Ginecología de Venezuela; 71(4); 240-245","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322011000400004&lang=pt" 
"S0048-77322011000400005-ven","Cincha transobturatriz con anestesia local para incontinencia urinaria de esfuerzo","Figueira, Lina, García, Alfredo, Kopecky, Diego, Lemmo, Andrés, Pachas, Raquel, Cortés, Rafael","Revista de Obstetricia y Ginecología de Venezuela; 71(4); 246-251","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322011000400005&lang=pt" 
"S0048-77322011000400006-ven","Cáncer de cuello uterino en mujeres menores de 35 años y mayores de 60 años","Arenas Aponte, Rosmar, Henríquez Romero, Danexys, González Blanco, Mireya","Revista de Obstetricia y Ginecología de Venezuela; 71(4); 252-264","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322011000400006&lang=pt" 
"S0048-77322011000400007-ven","Manifestaciones dermatológicas del síndrome de ovario poliquístico","Velásquez, Nelson, Fernández, Marianela, Briñez, Noramaika","Revista de Obstetricia y Ginecología de Venezuela; 71(4); 265-283","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322011000400007&lang=pt" 
"S0048-77322011000400001-ven","El derecho de la mujer a elegir la vía del nacimiento","Uzcátegui U, Ofelia","Revista de Obstetricia y Ginecología de Venezuela; 71(4); 219-222","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322011000400001&lang=pt" 
"S0048-77322011000400002-ven","Diámetro transverso del cerebelo fetal en la restricción del crecimiento intrauterino","Salazar de Dugarte, Guillermina","Revista de Obstetricia y Ginecología de Venezuela; 71(4); 223-230","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322011000400002&lang=pt" 
